#       omega                  E                         P                            alpha             
    1.10110e+01      1.760099e-02+5.016767e-08j   2.612984e+01+3.060574e+01j            1.738860e+03          
    1.14114e+01      1.759188e-02+5.179568e-08j   2.604776e+01+3.060085e+01j            1.739482e+03          
    1.18118e+01      1.758246e-02+5.340314e-08j   2.597282e+01+3.059137e+01j            1.739876e+03          
    1.22122e+01      1.757271e-02+5.498942e-08j   2.590595e+01+3.058204e+01j            1.740310e+03          
    1.26126e+01      1.756264e-02+5.655389e-08j   2.584522e+01+3.057727e+01j            1.741035e+03          
    1.30130e+01      1.755226e-02+5.809593e-08j   2.578660e+01+3.057953e+01j            1.742194e+03          
    1.34134e+01      1.754156e-02+5.961493e-08j   2.572538e+01+3.058855e+01j            1.743771e+03          
    1.38138e+01      1.753053e-02+6.111028e-08j   2.565792e+01+3.060147e+01j            1.745604e+03          
    1.42142e+01      1.751920e-02+6.258140e-08j   2.558287e+01+3.061390e+01j            1.747443e+03          
    1.46146e+01      1.750754e-02+6.402770e-08j   2.550159e+01+3.062151e+01j            1.749042e+03          
    1.50150e+01      1.749557e-02+6.544861e-08j   2.541767e+01+3.062159e+01j            1.750242e+03          
    1.54154e+01      1.748329e-02+6.684357e-08j   2.533552e+01+3.061391e+01j            1.751033e+03          
    1.58158e+01      1.747069e-02+6.821202e-08j   2.525888e+01+3.060084e+01j            1.751547e+03          
    1.62162e+01      1.745778e-02+6.955343e-08j   2.518942e+01+3.058636e+01j            1.752014e+03          
    1.66166e+01      1.744455e-02+7.086726e-08j   2.512626e+01+3.057470e+01j            1.752673e+03          
    1.70170e+01      1.743101e-02+7.215299e-08j   2.506629e+01+3.056878e+01j            1.753695e+03          
    1.74174e+01      1.741716e-02+7.341011e-08j   2.500535e+01+3.056922e+01j            1.755114e+03          
    1.78178e+01      1.740300e-02+7.463814e-08j   2.493968e+01+3.057417e+01j            1.756827e+03          
    1.82182e+01      1.738854e-02+7.583657e-08j   2.486728e+01+3.058000e+01j            1.758624e+03          
    1.86186e+01      1.737376e-02+7.700495e-08j   2.478857e+01+3.058264e+01j            1.760272e+03          
    1.90190e+01      1.735867e-02+7.814280e-08j   2.470621e+01+3.057901e+01j            1.761592e+03          
    1.94194e+01      1.734327e-02+7.924968e-08j   2.462409e+01+3.056812e+01j            1.762528e+03          
    1.98198e+01      1.732757e-02+8.032515e-08j   2.454592e+01+3.055136e+01j            1.763158e+03          
    2.02202e+01      1.731157e-02+8.136879e-08j   2.447397e+01+3.053197e+01j            1.763668e+03          
    2.06206e+01      1.729525e-02+8.238018e-08j   2.440821e+01+3.051384e+01j            1.764283e+03          
    2.10210e+01      1.727864e-02+8.335893e-08j   2.434644e+01+3.050017e+01j            1.765188e+03          
    2.14214e+01      1.726172e-02+8.430464e-08j   2.428505e+01+3.049227e+01j            1.766461e+03          
    2.18218e+01      1.724450e-02+8.521696e-08j   2.422037e+01+3.048920e+01j            1.768047e+03          
    2.22222e+01      1.722697e-02+8.609551e-08j   2.414994e+01+3.048810e+01j            1.769781e+03          
    2.26226e+01      1.720915e-02+8.693995e-08j   2.407337e+01+3.048525e+01j            1.771449e+03          
    2.30230e+01      1.719103e-02+8.774996e-08j   2.399247e+01+3.047742e+01j            1.772860e+03          
    2.34234e+01      1.717261e-02+8.852520e-08j   2.391051e+01+3.046299e+01j            1.773922e+03          
    2.38238e+01      1.715389e-02+8.926538e-08j   2.383109e+01+3.044250e+01j            1.774663e+03          
    2.42242e+01      1.713488e-02+8.997021e-08j   2.375683e+01+3.041843e+01j            1.775228e+03          
    2.46246e+01      1.711557e-02+9.063940e-08j   2.368846e+01+3.039429e+01j            1.775820e+03          
    2.50250e+01      1.709596e-02+9.127270e-08j   2.362459e+01+3.037333e+01j            1.776630e+03          
    2.54254e+01      1.707607e-02+9.186987e-08j   2.356224e+01+3.035742e+01j            1.777769e+03          
    2.58258e+01      1.705588e-02+9.243065e-08j   2.349792e+01+3.034641e+01j            1.779227e+03          
    2.62262e+01      1.703540e-02+9.295484e-08j   2.342890e+01+3.033819e+01j            1.780884e+03          
    2.66266e+01      1.701463e-02+9.344224e-08j   2.335413e+01+3.032948e+01j            1.782546e+03          
    2.70270e+01      1.699357e-02+9.389264e-08j   2.327461e+01+3.031705e+01j            1.784024e+03          
    2.74274e+01      1.697222e-02+9.430589e-08j   2.319300e+01+3.029882e+01j            1.785193e+03          
    2.78278e+01      1.695059e-02+9.468181e-08j   2.311264e+01+3.027459e+01j            1.786042e+03          
    2.82282e+01      1.692867e-02+9.502025e-08j   2.303636e+01+3.024610e+01j            1.786672e+03          
    2.86286e+01      1.690647e-02+9.532111e-08j   2.296547e+01+3.021638e+01j            1.787260e+03          
    2.90290e+01      1.688398e-02+9.558424e-08j   2.289935e+01+3.018864e+01j            1.787997e+03          
    2.94294e+01      1.686121e-02+9.580956e-08j   2.283566e+01+3.016513e+01j            1.789017e+03          
    2.98298e+01      1.683816e-02+9.599698e-08j   2.277122e+01+3.014635e+01j            1.790351e+03          
    3.02302e+01      1.681484e-02+9.614643e-08j   2.270315e+01+3.013094e+01j            1.791918e+03          
    3.06306e+01      1.679123e-02+9.625785e-08j   2.262988e+01+3.011614e+01j            1.793556e+03          
    3.10310e+01      1.676735e-02+9.633120e-08j   2.255170e+01+3.009881e+01j            1.795077e+03          
    3.14314e+01      1.674319e-02+9.636646e-08j   2.247063e+01+3.007655e+01j            1.796338e+03          
    3.18318e+01      1.671876e-02+9.636363e-08j   2.238967e+01+3.004858e+01j            1.797289e+03          
    3.22322e+01      1.669405e-02+9.632269e-08j   2.231170e+01+3.001592e+01j            1.797993e+03          
    3.26326e+01      1.666908e-02+9.624369e-08j   2.223850e+01+2.998107e+01j            1.798596e+03          
    3.30330e+01      1.664383e-02+9.612664e-08j   2.217011e+01+2.994706e+01j            1.799281e+03          
    3.34334e+01      1.661831e-02+9.597160e-08j   2.210484e+01+2.991638e+01j            1.800198e+03          
    3.38338e+01      1.659253e-02+9.577864e-08j   2.203989e+01+2.989013e+01j            1.801413e+03          
    3.42342e+01      1.656648e-02+9.554784e-08j   2.197238e+01+2.986757e+01j            1.802884e+03          
    3.46346e+01      1.654017e-02+9.527930e-08j   2.190036e+01+2.984652e+01j            1.804480e+03          
    3.50350e+01      1.651359e-02+9.497312e-08j   2.182350e+01+2.982405e+01j            1.806024e+03          
    3.54354e+01      1.648675e-02+9.462944e-08j   2.174316e+01+2.979762e+01j            1.807360e+03          
    3.58358e+01      1.645965e-02+9.424839e-08j   2.166193e+01+2.976590e+01j            1.808409e+03          
    3.62362e+01      1.643229e-02+9.383012e-08j   2.158265e+01+2.972929e+01j            1.809193e+03          
    3.66366e+01      1.640467e-02+9.337482e-08j   2.150741e+01+2.968974e+01j            1.809827e+03          
    3.70370e+01      1.637679e-02+9.288266e-08j   2.143682e+01+2.964999e+01j            1.810480e+03          
    3.74374e+01      1.634867e-02+9.235385e-08j   2.136984e+01+2.961265e+01j            1.811312e+03          
    3.78378e+01      1.632028e-02+9.178860e-08j   2.130410e+01+2.957925e+01j            1.812416e+03          
    3.82382e+01      1.629165e-02+9.118714e-08j   2.123684e+01+2.954970e+01j            1.813787e+03          
    3.86386e+01      1.626276e-02+9.054971e-08j   2.116585e+01+2.952235e+01j            1.815327e+03          
    3.90390e+01      1.623363e-02+8.987657e-08j   2.109026e+01+2.949460e+01j            1.816875e+03          
    3.94394e+01      1.620425e-02+8.916799e-08j   2.101083e+01+2.946384e+01j            1.818272e+03          
    3.98398e+01      1.617462e-02+8.842426e-08j   2.092968e+01+2.942839e+01j            1.819410e+03          
    4.02402e+01      1.614475e-02+8.764568e-08j   2.084947e+01+2.938804e+01j            1.820278e+03          
    4.06406e+01      1.611464e-02+8.683256e-08j   2.077252e+01+2.934418e+01j            1.820958e+03          
    4.10410e+01      1.608428e-02+8.598523e-08j   2.069991e+01+2.929922e+01j            1.821599e+03          
    4.14414e+01      1.605369e-02+8.510403e-08j   2.063118e+01+2.925575e+01j            1.822363e+03          
    4.18418e+01      1.602285e-02+8.418932e-08j   2.056446e+01+2.921563e+01j            1.823366e+03          
    4.22422e+01      1.599178e-02+8.324145e-08j   2.049719e+01+2.917930e+01j            1.824637e+03          
    4.26426e+01      1.596048e-02+8.226082e-08j   2.042702e+01+2.914568e+01j            1.826109e+03          
    4.30430e+01      1.592894e-02+8.124782e-08j   2.035266e+01+2.911257e+01j            1.827646e+03          
    4.34434e+01      1.589717e-02+8.020285e-08j   2.027429e+01+2.907740e+01j            1.829086e+03          
    4.38438e+01      1.586517e-02+7.912634e-08j   2.019354e+01+2.903822e+01j            1.830305e+03          
    4.42442e+01      1.583295e-02+7.801871e-08j   2.011283e+01+2.899433e+01j            1.831259e+03          
    4.46446e+01      1.580049e-02+7.688041e-08j   2.003454e+01+2.894655e+01j            1.831997e+03          
    4.50450e+01      1.576782e-02+7.571189e-08j   1.996014e+01+2.889689e+01j            1.832644e+03          
    4.54454e+01      1.573491e-02+7.451363e-08j   1.988971e+01+2.884784e+01j            1.833359e+03          
    4.58458e+01      1.570179e-02+7.328610e-08j   1.982189e+01+2.880145e+01j            1.834272e+03          
    4.62462e+01      1.566845e-02+7.202979e-08j   1.975440e+01+2.875865e+01j            1.835444e+03          
    4.66466e+01      1.563488e-02+7.074521e-08j   1.968488e+01+2.871890e+01j            1.836842e+03          
    4.70470e+01      1.560111e-02+6.943288e-08j   1.961169e+01+2.868040e+01j            1.838351e+03          
    4.74474e+01      1.556711e-02+6.809330e-08j   1.953452e+01+2.864077e+01j            1.839820e+03          
    4.78478e+01      1.553291e-02+6.672703e-08j   1.945447e+01+2.859787e+01j            1.841110e+03          
    4.82482e+01      1.549849e-02+6.533461e-08j   1.937365e+01+2.855061e+01j            1.842149e+03          
    4.86486e+01      1.546386e-02+6.391660e-08j   1.929442e+01+2.849926e+01j            1.842954e+03          
    4.90490e+01      1.542903e-02+6.247355e-08j   1.921852e+01+2.844541e+01j            1.843624e+03          
    4.94494e+01      1.539399e-02+6.100605e-08j   1.914652e+01+2.839132e+01j            1.844308e+03          
    4.98498e+01      1.535874e-02+5.951469e-08j   1.907756e+01+2.833919e+01j            1.845146e+03          
    5.02503e+01      1.532329e-02+5.800005e-08j   1.900971e+01+2.829030e+01j            1.846224e+03          
    5.06507e+01      1.528764e-02+5.646275e-08j   1.894068e+01+2.824460e+01j            1.847540e+03          
    5.10511e+01      1.525179e-02+5.490339e-08j   1.886860e+01+2.820078e+01j            1.849009e+03          
    5.14515e+01      1.521575e-02+5.332260e-08j   1.879271e+01+2.815666e+01j            1.850491e+03          
    5.18519e+01      1.517951e-02+5.172101e-08j   1.871364e+01+2.811008e+01j            1.851840e+03          
    5.22523e+01      1.514307e-02+5.009926e-08j   1.863310e+01+2.805959e+01j            1.852962e+03          
    5.26527e+01      1.510645e-02+4.845800e-08j   1.855333e+01+2.800501e+01j            1.853841e+03          
    5.30531e+01      1.506963e-02+4.679787e-08j   1.847628e+01+2.794743e+01j            1.854549e+03          
    5.34535e+01      1.503263e-02+4.511954e-08j   1.840290e+01+2.788888e+01j            1.855220e+03          
    5.38539e+01      1.499544e-02+4.342369e-08j   1.833282e+01+2.783154e+01j            1.855997e+03          
    5.42543e+01      1.495806e-02+4.171097e-08j   1.826452e+01+2.777699e+01j            1.856988e+03          
    5.46547e+01      1.492050e-02+3.998209e-08j   1.819584e+01+2.772563e+01j            1.858220e+03          
    5.50551e+01      1.488276e-02+3.823771e-08j   1.812479e+01+2.767659e+01j            1.859638e+03          
    5.54555e+01      1.484484e-02+3.647855e-08j   1.805027e+01+2.762804e+01j            1.861117e+03          
    5.58559e+01      1.480675e-02+3.470530e-08j   1.797239e+01+2.757781e+01j            1.862513e+03          
    5.62563e+01      1.476848e-02+3.291866e-08j   1.789250e+01+2.752423e+01j            1.863712e+03          
    5.66567e+01      1.473004e-02+3.111934e-08j   1.781262e+01+2.746670e+01j            1.864670e+03          
    5.70571e+01      1.469142e-02+2.930807e-08j   1.773479e+01+2.740586e+01j            1.865430e+03          
    5.74575e+01      1.465263e-02+2.748556e-08j   1.766027e+01+2.734339e+01j            1.866105e+03          
    5.78579e+01      1.461368e-02+2.565253e-08j   1.758917e+01+2.728141e+01j            1.866838e+03          
    5.82583e+01      1.457456e-02+2.380972e-08j   1.752035e+01+2.722167e+01j            1.867750e+03          
    5.86587e+01      1.453528e-02+2.195785e-08j   1.745192e+01+2.716498e+01j            1.868898e+03          
    5.90591e+01      1.449584e-02+2.009766e-08j   1.738184e+01+2.711092e+01j            1.870254e+03          
    5.94595e+01      1.445623e-02+1.822990e-08j   1.730871e+01+2.705800e+01j            1.871717e+03          
    5.98599e+01      1.441647e-02+1.635530e-08j   1.723224e+01+2.700419e+01j            1.873147e+03          
    6.02603e+01      1.437655e-02+1.447460e-08j   1.715332e+01+2.694766e+01j            1.874417e+03          
    6.06607e+01      1.433647e-02+1.258856e-08j   1.707374e+01+2.688744e+01j            1.875456e+03          
    6.10611e+01      1.429625e-02+1.069792e-08j   1.699551e+01+2.682375e+01j            1.876278e+03          
    6.14615e+01      1.425587e-02+8.803426e-09j   1.692015e+01+2.675790e+01j            1.876974e+03          
    6.18619e+01      1.421534e-02+6.905839e-09j   1.684816e+01+2.669184e+01j            1.877678e+03          
    6.22623e+01      1.417467e-02+5.005907e-09j   1.677884e+01+2.662744e+01j            1.878522e+03          
    6.26627e+01      1.413385e-02+3.104383e-09j   1.671058e+01+2.656582e+01j            1.879588e+03          
    6.30631e+01      1.409289e-02+1.202021e-09j   1.664139e+01+2.650699e+01j            1.880877e+03          
    6.34635e+01      1.405179e-02-7.004244e-10j   1.656967e+01+2.644983e+01j            1.882311e+03          
    6.38639e+01      1.401054e-02-2.602201e-09j   1.649474e+01+2.639251e+01j            1.883761e+03          
    6.42643e+01      1.396917e-02-4.502554e-09j   1.641710e+01+2.633315e+01j            1.885091e+03          
    6.46647e+01      1.392765e-02-6.400733e-09j   1.633820e+01+2.627049e+01j            1.886212e+03          
    6.50651e+01      1.388600e-02-8.295985e-09j   1.625997e+01+2.620434e+01j            1.887105e+03          
    6.54655e+01      1.384422e-02-1.018756e-08j   1.618409e+01+2.613562e+01j            1.887836e+03          
    6.58659e+01      1.380232e-02-1.207471e-08j   1.611141e+01+2.606606e+01j            1.888529e+03          
    6.62663e+01      1.376028e-02-1.395669e-08j   1.604165e+01+2.599753e+01j            1.889318e+03          
    6.66667e+01      1.371812e-02-1.583275e-08j   1.597350e+01+2.593142e+01j            1.890306e+03          
    6.70671e+01      1.367583e-02-1.770216e-08j   1.590514e+01+2.586812e+01j            1.891522e+03          
    6.74675e+01      1.363343e-02-1.956417e-08j   1.583482e+01+2.580690e+01j            1.892915e+03          
    6.78679e+01      1.359090e-02-2.141805e-08j   1.576156e+01+2.574618e+01j            1.894371e+03          
    6.82683e+01      1.354826e-02-2.326306e-08j   1.568544e+01+2.568412e+01j            1.895753e+03          
    6.86687e+01      1.350549e-02-2.509848e-08j   1.560759e+01+2.561923e+01j            1.896951e+03          
    6.90691e+01      1.346262e-02-2.692358e-08j   1.552976e+01+2.555097e+01j            1.897922e+03          
    6.94695e+01      1.341963e-02-2.873765e-08j   1.545371e+01+2.547986e+01j            1.898703e+03          
    6.98699e+01      1.337654e-02-3.053996e-08j   1.538057e+01+2.540736e+01j            1.899400e+03          
    7.02703e+01      1.333333e-02-3.232981e-08j   1.531045e+01+2.533527e+01j            1.900148e+03          
    7.06707e+01      1.329002e-02-3.410649e-08j   1.524242e+01+2.526516e+01j            1.901065e+03          
    7.10711e+01      1.324661e-02-3.586930e-08j   1.517481e+01+2.519774e+01j            1.902206e+03          
    7.14715e+01      1.320309e-02-3.761755e-08j   1.510588e+01+2.513269e+01j            1.903549e+03          
    7.18719e+01      1.315947e-02-3.935054e-08j   1.503436e+01+2.506872e+01j            1.904998e+03          
    7.22723e+01      1.311576e-02-4.106760e-08j   1.495998e+01+2.500407e+01j            1.906419e+03          
    7.26727e+01      1.307194e-02-4.276804e-08j   1.488350e+01+2.493716e+01j            1.907689e+03          
    7.30731e+01      1.302804e-02-4.445121e-08j   1.480645e+01+2.486710e+01j            1.908741e+03          
    7.34735e+01      1.298404e-02-4.611643e-08j   1.473059e+01+2.479406e+01j            1.909584e+03          
    7.38739e+01      1.293995e-02-4.776305e-08j   1.465727e+01+2.471915e+01j            1.910302e+03          
    7.42743e+01      1.289577e-02-4.939044e-08j   1.458694e+01+2.464407e+01j            1.911024e+03          
    7.46747e+01      1.285150e-02-5.099794e-08j   1.451903e+01+2.457046e+01j            1.911879e+03          
    7.50751e+01      1.280715e-02-5.258492e-08j   1.445214e+01+2.449933e+01j            1.912946e+03          
    7.54755e+01      1.276272e-02-5.415077e-08j   1.438455e+01+2.443072e+01j            1.914230e+03          
    7.58759e+01      1.271820e-02-5.569486e-08j   1.431482e+01+2.436366e+01j            1.915658e+03          
    7.62763e+01      1.267361e-02-5.721660e-08j   1.424235e+01+2.429658e+01j            1.917106e+03          
    7.66767e+01      1.262894e-02-5.871539e-08j   1.416753e+01+2.422782e+01j            1.918442e+03          
    7.70771e+01      1.258419e-02-6.019064e-08j   1.409163e+01+2.415625e+01j            1.919576e+03          
    7.74775e+01      1.253937e-02-6.164176e-08j   1.401632e+01+2.408167e+01j            1.920490e+03          
    7.78779e+01      1.249448e-02-6.306820e-08j   1.394310e+01+2.400488e+01j            1.921244e+03          
    7.82783e+01      1.244952e-02-6.446940e-08j   1.387274e+01+2.392737e+01j            1.921957e+03          
    7.86787e+01      1.240449e-02-6.584481e-08j   1.380502e+01+2.385080e+01j            1.922760e+03          
    7.90791e+01      1.235940e-02-6.719389e-08j   1.373881e+01+2.377639e+01j            1.923756e+03          
    7.94795e+01      1.231424e-02-6.851611e-08j   1.367252e+01+2.370454e+01j            1.924975e+03          
    7.98799e+01      1.226903e-02-6.981096e-08j   1.360460e+01+2.363461e+01j            1.926370e+03          
    8.02803e+01      1.222375e-02-7.107794e-08j   1.353416e+01+2.356524e+01j            1.927831e+03          
    8.06807e+01      1.217841e-02-7.231655e-08j   1.346124e+01+2.349480e+01j            1.929224e+03          
    8.10811e+01      1.213302e-02-7.352630e-08j   1.338682e+01+2.342197e+01j            1.930439e+03          
    8.14815e+01      1.208757e-02-7.470673e-08j   1.331243e+01+2.334623e+01j            1.931432e+03          
    8.18819e+01      1.204207e-02-7.585739e-08j   1.323963e+01+2.326804e+01j            1.932237e+03          
    8.22823e+01      1.199652e-02-7.697781e-08j   1.316944e+01+2.318865e+01j            1.932955e+03          
    8.26827e+01      1.195092e-02-7.806757e-08j   1.310199e+01+2.310965e+01j            1.933721e+03          
    8.30831e+01      1.190527e-02-7.912625e-08j   1.303647e+01+2.303245e+01j            1.934650e+03          
    8.34835e+01      1.185958e-02-8.015343e-08j   1.297143e+01+2.295770e+01j            1.935801e+03          
    8.38839e+01      1.181385e-02-8.114872e-08j   1.290531e+01+2.288514e+01j            1.937153e+03          
    8.42843e+01      1.176807e-02-8.211174e-08j   1.283698e+01+2.281365e+01j            1.938613e+03          
    8.46847e+01      1.172226e-02-8.304211e-08j   1.276617e+01+2.274169e+01j            1.940051e+03          
    8.50851e+01      1.167641e-02-8.393947e-08j   1.269353e+01+2.266783e+01j            1.941344e+03          
    8.54855e+01      1.163052e-02-8.480348e-08j   1.262040e+01+2.259127e+01j            1.942420e+03          
    8.58859e+01      1.158460e-02-8.563380e-08j   1.254834e+01+2.251212e+01j            1.943288e+03          
    8.62863e+01      1.153864e-02-8.643013e-08j   1.247856e+01+2.243137e+01j            1.944029e+03          
    8.66867e+01      1.149266e-02-8.719215e-08j   1.241150e+01+2.235050e+01j            1.944771e+03          
    8.70871e+01      1.144665e-02-8.791957e-08j   1.234667e+01+2.227098e+01j            1.945641e+03          
    8.74875e+01      1.140061e-02-8.861211e-08j   1.228285e+01+2.219373e+01j            1.946723e+03          
    8.78879e+01      1.135455e-02-8.926952e-08j   1.221850e+01+2.211881e+01j            1.948022e+03          
    8.82883e+01      1.130846e-02-8.989154e-08j   1.215233e+01+2.204539e+01j            1.949469e+03          
    8.86887e+01      1.126235e-02-9.047794e-08j   1.208379e+01+2.197208e+01j            1.950940e+03          
    8.90891e+01      1.121623e-02-9.102850e-08j   1.201319e+01+2.189738e+01j            1.952304e+03          
    8.94895e+01      1.117008e-02-9.154300e-08j   1.194164e+01+2.182029e+01j            1.953467e+03          
    8.98899e+01      1.112392e-02-9.202126e-08j   1.187064e+01+2.174059e+01j            1.954409e+03          
    9.02903e+01      1.107775e-02-9.246310e-08j   1.180153e+01+2.165898e+01j            1.955188e+03          
    9.06907e+01      1.103156e-02-9.286836e-08j   1.173501e+01+2.157677e+01j            1.955921e+03          
    9.10911e+01      1.098536e-02-9.323689e-08j   1.167092e+01+2.149544e+01j            1.956743e+03          
    9.14915e+01      1.093916e-02-9.356855e-08j   1.160828e+01+2.141610e+01j            1.957756e+03          
    9.18919e+01      1.089294e-02-9.386322e-08j   1.154565e+01+2.133913e+01j            1.958996e+03          
    9.22923e+01      1.084673e-02-9.412081e-08j   1.148167e+01+2.126400e+01j            1.960416e+03          
    9.26927e+01      1.080050e-02-9.434121e-08j   1.141549e+01+2.118948e+01j            1.961907e+03          
    9.30931e+01      1.075428e-02-9.452436e-08j   1.134715e+01+2.111414e+01j            1.963333e+03          
    9.34935e+01      1.070806e-02-9.467019e-08j   1.127748e+01+2.103677e+01j            1.964583e+03          
    9.38939e+01      1.066183e-02-9.477866e-08j   1.120786e+01+2.095689e+01j            1.965608e+03          
    9.42943e+01      1.061561e-02-9.484974e-08j   1.113968e+01+2.087487e+01j            1.966441e+03          
    9.46947e+01      1.056940e-02-9.488341e-08j   1.107388e+01+2.079183e+01j            1.967182e+03          
    9.50951e+01      1.052319e-02-9.487967e-08j   1.101059e+01+2.070920e+01j            1.967967e+03          
    9.54955e+01      1.047699e-02-9.483853e-08j   1.094911e+01+2.062822e+01j            1.968916e+03          
    9.58959e+01      1.043080e-02-9.476003e-08j   1.088816e+01+2.054953e+01j            1.970091e+03          
    9.62963e+01      1.038463e-02-9.464421e-08j   1.082634e+01+2.047291e+01j            1.971473e+03          
    9.66967e+01      1.033846e-02-9.449112e-08j   1.076261e+01+2.039737e+01j            1.972970e+03          
    9.70971e+01      1.029231e-02-9.430083e-08j   1.069670e+01+2.032154e+01j            1.974448e+03          
    9.74975e+01      1.024618e-02-9.407345e-08j   1.062917e+01+2.024412e+01j            1.975782e+03          
    9.78979e+01      1.020007e-02-9.380906e-08j   1.056121e+01+2.016437e+01j            1.976896e+03          
    9.82983e+01      1.015397e-02-9.350778e-08j   1.049424e+01+2.008238e+01j            1.977795e+03          
    9.86987e+01      1.010790e-02-9.316975e-08j   1.042935e+01+1.999900e+01j            1.978561e+03          
    9.90991e+01      1.006185e-02-9.279512e-08j   1.036695e+01+1.991556e+01j            1.979324e+03          
    9.94995e+01      1.001582e-02-9.238403e-08j   1.030664e+01+1.983339e+01j            1.980216e+03          
    9.98999e+01      9.969822e-03-9.193668e-08j   1.024732e+01+1.975334e+01j            1.981323e+03          
    1.00300e+02      9.923850e-03-9.145324e-08j   1.018761e+01+1.967549e+01j            1.982656e+03          
    1.00701e+02      9.877908e-03-9.093393e-08j   1.012635e+01+1.959911e+01j            1.984145e+03          
    1.01101e+02      9.831997e-03-9.037895e-08j   1.006300e+01+1.952294e+01j            1.985663e+03          
    1.01502e+02      9.786118e-03-8.978854e-08j   9.997835e+00+1.944566e+01j            1.987076e+03          
    1.01902e+02      9.740273e-03-8.916295e-08j   9.931830e+00+1.936633e+01j            1.988283e+03          
    1.02302e+02      9.694464e-03-8.850243e-08j   9.866332e+00+1.928473e+01j            1.989261e+03          
    1.02703e+02      9.648692e-03-8.780726e-08j   9.802557e+00+1.920147e+01j            1.990068e+03          
    1.03103e+02      9.602958e-03-8.707773e-08j   9.741166e+00+1.911771e+01j            1.990824e+03          
    1.03504e+02      9.557264e-03-8.631414e-08j   9.682032e+00+1.903481e+01j            1.991668e+03          
    1.03904e+02      9.511612e-03-8.551679e-08j   9.624290e+00+1.895378e+01j            1.992708e+03          
    1.04304e+02      9.466003e-03-8.468602e-08j   9.566649e+00+1.887497e+01j            1.993984e+03          
    1.04705e+02      9.420439e-03-8.382217e-08j   9.507859e+00+1.879793e+01j            1.995450e+03          
    1.05105e+02      9.374921e-03-8.292559e-08j   9.447154e+00+1.872159e+01j            1.996995e+03          
    1.05506e+02      9.329450e-03-8.199664e-08j   9.384524e+00+1.864462e+01j            1.998478e+03          
    1.05906e+02      9.284028e-03-8.103571e-08j   9.320714e+00+1.856593e+01j            1.999780e+03          
    1.06306e+02      9.238656e-03-8.004319e-08j   9.256953e+00+1.848506e+01j            2.000847e+03          
    1.06707e+02      9.193337e-03-7.901947e-08j   9.194515e+00+1.840233e+01j            2.001711e+03          
    1.07107e+02      9.148070e-03-7.796498e-08j   9.134262e+00+1.831872e+01j            2.002477e+03          
    1.07508e+02      9.102858e-03-7.688015e-08j   9.076342e+00+1.823553e+01j            2.003284e+03          
    1.07908e+02      9.057702e-03-7.576540e-08j   9.020138e+00+1.815392e+01j            2.004260e+03          
    1.08308e+02      9.012604e-03-7.462120e-08j   8.964496e+00+1.807445e+01j            2.005472e+03          
    1.08709e+02      8.967564e-03-7.344801e-08j   8.908137e+00+1.799697e+01j            2.006904e+03          
    1.09109e+02      8.922584e-03-7.224630e-08j   8.850118e+00+1.792059e+01j            2.008461e+03          
    1.09510e+02      8.877666e-03-7.101655e-08j   8.790163e+00+1.784407e+01j            2.010003e+03          
    1.09910e+02      8.832811e-03-6.975927e-08j   8.728761e+00+1.776622e+01j            2.011398e+03          
    1.10310e+02      8.788019e-03-6.847495e-08j   8.666984e+00+1.768637e+01j            2.012562e+03          
    1.10711e+02      8.743294e-03-6.716412e-08j   8.606104e+00+1.760455e+01j            2.013499e+03          
    1.11111e+02      8.698635e-03-6.582731e-08j   8.547138e+00+1.752152e+01j            2.014292e+03          
    1.11512e+02      8.654044e-03-6.446505e-08j   8.490485e+00+1.743850e+01j            2.015077e+03          
    1.11912e+02      8.609523e-03-6.307788e-08j   8.435791e+00+1.735669e+01j            2.015994e+03          
    1.12312e+02      8.565073e-03-6.166637e-08j   8.382075e+00+1.727688e+01j            2.017139e+03          
    1.12713e+02      8.520694e-03-6.023109e-08j   8.328088e+00+1.719916e+01j            2.018524e+03          
    1.13113e+02      8.476389e-03-5.877260e-08j   8.272758e+00+1.712290e+01j            2.020077e+03          
    1.13514e+02      8.432158e-03-5.729150e-08j   8.215571e+00+1.704696e+01j            2.021667e+03          
    1.13914e+02      8.388003e-03-5.578837e-08j   8.156752e+00+1.697013e+01j            2.023149e+03          
    1.14314e+02      8.343925e-03-5.426382e-08j   8.097182e+00+1.689152e+01j            2.024416e+03          
    1.14715e+02      8.299925e-03-5.271846e-08j   8.038079e+00+1.681094e+01j            2.025439e+03          
    1.15115e+02      8.256005e-03-5.115291e-08j   7.980561e+00+1.672890e+01j            2.026277e+03          
    1.15516e+02      8.212165e-03-4.956778e-08j   7.925249e+00+1.664647e+01j            2.027056e+03          
    1.15916e+02      8.168407e-03-4.796373e-08j   7.872048e+00+1.656486e+01j            2.027924e+03          
    1.16316e+02      8.124732e-03-4.634138e-08j   7.820186e+00+1.648503e+01j            2.029000e+03          
    1.16717e+02      8.081142e-03-4.470138e-08j   7.768493e+00+1.640732e+01j            2.030327e+03          
    1.17117e+02      8.037636e-03-4.304439e-08j   7.715819e+00+1.633133e+01j            2.031862e+03          
    1.17518e+02      7.994217e-03-4.137107e-08j   7.661449e+00+1.625609e+01j            2.033486e+03          
    1.17918e+02      7.950885e-03-3.968209e-08j   7.605350e+00+1.618039e+01j            2.035047e+03          
