#       omega                  E                         P                            alpha             
    -9.46947e+01     1.056940e+00+9.488341e-06j   1.116558e+03+3.941200e+02j            3.728783e+02          
    -9.42943e+01     1.061561e+00+9.484974e-06j   1.124916e+03+3.957362e+02j            3.727775e+02          
    -9.38939e+01     1.066183e+00+9.477866e-06j   1.133325e+03+3.973557e+02j            3.726804e+02          
    -9.34935e+01     1.070806e+00+9.467019e-06j   1.141787e+03+3.989781e+02j            3.725868e+02          
    -9.30931e+01     1.075428e+00+9.452436e-06j   1.150300e+03+4.006028e+02j            3.724961e+02          
    -9.26927e+01     1.080050e+00+9.434121e-06j   1.158866e+03+4.022294e+02j            3.724079e+02          
    -9.22923e+01     1.084673e+00+9.412081e-06j   1.167485e+03+4.038574e+02j            3.723219e+02          
    -9.18919e+01     1.089294e+00+9.386322e-06j   1.176159e+03+4.054868e+02j            3.722379e+02          
    -9.14915e+01     1.093916e+00+9.356855e-06j   1.184887e+03+4.071178e+02j            3.721564e+02          
    -9.10911e+01     1.098536e+00+9.323689e-06j   1.193672e+03+4.087513e+02j            3.720780e+02          
    -9.06907e+01     1.103156e+00+9.286836e-06j   1.202513e+03+4.103878e+02j            3.720033e+02          
    -9.02903e+01     1.107775e+00+9.246310e-06j   1.211410e+03+4.120281e+02j            3.719330e+02          
    -8.98899e+01     1.112392e+00+9.202126e-06j   1.220363e+03+4.136723e+02j            3.718673e+02          
    -8.94895e+01     1.117008e+00+9.154300e-06j   1.229373e+03+4.153205e+02j            3.718061e+02          
    -8.90891e+01     1.121623e+00+9.102850e-06j   1.238438e+03+4.169721e+02j            3.717490e+02          
    -8.86887e+01     1.126235e+00+9.047794e-06j   1.247560e+03+4.186266e+02j            3.716955e+02          
    -8.82883e+01     1.130846e+00+8.989154e-06j   1.256738e+03+4.202833e+02j            3.716451e+02          
    -8.78879e+01     1.135455e+00+8.926952e-06j   1.265975e+03+4.219423e+02j            3.715977e+02          
    -8.74875e+01     1.140061e+00+8.861211e-06j   1.275272e+03+4.236037e+02j            3.715536e+02          
    -8.70871e+01     1.144665e+00+8.791957e-06j   1.284628e+03+4.252683e+02j            3.715134e+02          
    -8.66867e+01     1.149266e+00+8.719215e-06j   1.294046e+03+4.269368e+02j            3.714779e+02          
    -8.62863e+01     1.153864e+00+8.643013e-06j   1.303525e+03+4.286100e+02j            3.714476e+02          
    -8.58859e+01     1.158460e+00+8.563380e-06j   1.313065e+03+4.302885e+02j            3.714231e+02          
    -8.54855e+01     1.163052e+00+8.480348e-06j   1.322665e+03+4.319722e+02j            3.714044e+02          
    -8.50851e+01     1.167641e+00+8.393947e-06j   1.332327e+03+4.336610e+02j            3.713911e+02          
    -8.46847e+01     1.172226e+00+8.304211e-06j   1.342049e+03+4.353541e+02j            3.713828e+02          
    -8.42843e+01     1.176807e+00+8.211174e-06j   1.351834e+03+4.370510e+02j            3.713790e+02          
    -8.38839e+01     1.181385e+00+8.114872e-06j   1.361681e+03+4.387515e+02j            3.713795e+02          
    -8.34835e+01     1.185958e+00+8.015343e-06j   1.371593e+03+4.404558e+02j            3.713846e+02          
    -8.30831e+01     1.190527e+00+7.912625e-06j   1.381571e+03+4.421646e+02j            3.713946e+02          
    -8.26827e+01     1.195092e+00+7.806757e-06j   1.391615e+03+4.438787e+02j            3.714104e+02          
    -8.22823e+01     1.199652e+00+7.697781e-06j   1.401726e+03+4.455991e+02j            3.714329e+02          
    -8.18819e+01     1.204207e+00+7.585739e-06j   1.411904e+03+4.473266e+02j            3.714625e+02          
    -8.14815e+01     1.208757e+00+7.470673e-06j   1.422149e+03+4.490614e+02j            3.714995e+02          
    -8.10811e+01     1.213302e+00+7.352630e-06j   1.432460e+03+4.508033e+02j            3.715437e+02          
    -8.06807e+01     1.217841e+00+7.231655e-06j   1.442839e+03+4.525519e+02j            3.715948e+02          
    -8.02803e+01     1.222375e+00+7.107794e-06j   1.453285e+03+4.543066e+02j            3.716521e+02          
    -7.98799e+01     1.226903e+00+6.981096e-06j   1.463800e+03+4.560671e+02j            3.717156e+02          
    -7.94795e+01     1.231424e+00+6.851611e-06j   1.474386e+03+4.578336e+02j            3.717852e+02          
    -7.90791e+01     1.235940e+00+6.719389e-06j   1.485044e+03+4.596066e+02j            3.718615e+02          
    -7.86787e+01     1.240449e+00+6.584481e-06j   1.495776e+03+4.613871e+02j            3.719452e+02          
    -7.82783e+01     1.244952e+00+6.446940e-06j   1.506581e+03+4.631764e+02j            3.720372e+02          
    -7.78779e+01     1.249448e+00+6.306820e-06j   1.517461e+03+4.649753e+02j            3.721384e+02          
    -7.74775e+01     1.253937e+00+6.164176e-06j   1.528414e+03+4.667845e+02j            3.722491e+02          
    -7.70771e+01     1.258419e+00+6.019064e-06j   1.539442e+03+4.686040e+02j            3.723693e+02          
    -7.66767e+01     1.262894e+00+5.871539e-06j   1.550544e+03+4.704336e+02j            3.724987e+02          
    -7.62763e+01     1.267361e+00+5.721660e-06j   1.561722e+03+4.722726e+02j            3.726370e+02          
    -7.58759e+01     1.271820e+00+5.569486e-06j   1.572976e+03+4.741208e+02j            3.727837e+02          
    -7.54755e+01     1.276272e+00+5.415077e-06j   1.584308e+03+4.759782e+02j            3.729390e+02          
    -7.50751e+01     1.280715e+00+5.258492e-06j   1.595721e+03+4.778454e+02j            3.731032e+02          
    -7.46747e+01     1.285150e+00+5.099794e-06j   1.607215e+03+4.797236e+02j            3.732772e+02          
    -7.42743e+01     1.289577e+00+4.939044e-06j   1.618792e+03+4.816141e+02j            3.734620e+02          
    -7.38739e+01     1.293995e+00+4.776305e-06j   1.630452e+03+4.835182e+02j            3.736586e+02          
    -7.34735e+01     1.298404e+00+4.611643e-06j   1.642196e+03+4.854368e+02j            3.738676e+02          
    -7.30731e+01     1.302804e+00+4.445121e-06j   1.654023e+03+4.873703e+02j            3.740892e+02          
    -7.26727e+01     1.307194e+00+4.276804e-06j   1.665935e+03+4.893187e+02j            3.743233e+02          
    -7.22723e+01     1.311576e+00+4.106760e-06j   1.677931e+03+4.912815e+02j            3.745695e+02          
    -7.18719e+01     1.315947e+00+3.935054e-06j   1.690013e+03+4.932585e+02j            3.748277e+02          
    -7.14715e+01     1.320309e+00+3.761755e-06j   1.702184e+03+4.952497e+02j            3.750977e+02          
    -7.10711e+01     1.324661e+00+3.586930e-06j   1.714445e+03+4.972559e+02j            3.753801e+02          
    -7.06707e+01     1.329002e+00+3.410649e-06j   1.726798e+03+4.992781e+02j            3.756756e+02          
    -7.02703e+01     1.333333e+00+3.232981e-06j   1.739245e+03+5.013181e+02j            3.759854e+02          
    -6.98699e+01     1.337654e+00+3.053996e-06j   1.751787e+03+5.033774e+02j            3.763107e+02          
    -6.94695e+01     1.341963e+00+2.873765e-06j   1.764424e+03+5.054575e+02j            3.766524e+02          
    -6.90691e+01     1.346262e+00+2.692358e-06j   1.777157e+03+5.075593e+02j            3.770111e+02          
    -6.86687e+01     1.350549e+00+2.509848e-06j   1.789986e+03+5.096829e+02j            3.773868e+02          
    -6.82683e+01     1.354826e+00+2.326306e-06j   1.802913e+03+5.118284e+02j            3.777795e+02          
    -6.78679e+01     1.359090e+00+2.141805e-06j   1.815938e+03+5.139955e+02j            3.781888e+02          
    -6.74675e+01     1.363343e+00+1.956417e-06j   1.829064e+03+5.161845e+02j            3.786149e+02          
    -6.70671e+01     1.367583e+00+1.770216e-06j   1.842294e+03+5.183960e+02j            3.790582e+02          
    -6.66667e+01     1.371812e+00+1.583275e-06j   1.855630e+03+5.206316e+02j            3.795196e+02          
    -6.62663e+01     1.376028e+00+1.395669e-06j   1.869074e+03+5.228931e+02j            3.800004e+02          
    -6.58659e+01     1.380232e+00+1.207471e-06j   1.882629e+03+5.251828e+02j            3.805022e+02          
    -6.54655e+01     1.384422e+00+1.018756e-06j   1.896294e+03+5.275026e+02j            3.810262e+02          
    -6.50651e+01     1.388600e+00+8.295985e-07j   1.910070e+03+5.298540e+02j            3.815733e+02          
    -6.46647e+01     1.392765e+00+6.400733e-07j   1.923959e+03+5.322379e+02j            3.821441e+02          
    -6.42643e+01     1.396917e+00+4.502554e-07j   1.937961e+03+5.346545e+02j            3.827386e+02          
    -6.38639e+01     1.401054e+00+2.602201e-07j   1.952079e+03+5.371042e+02j            3.833569e+02          
    -6.34635e+01     1.405179e+00+7.004244e-08j   1.966315e+03+5.395874e+02j            3.839991e+02          
    -6.30631e+01     1.409289e+00-1.202021e-07j   1.980672e+03+5.421050e+02j            3.846658e+02          
    -6.26627e+01     1.413385e+00-3.104383e-07j   1.995153e+03+5.446589e+02j            3.853581e+02          
    -6.22623e+01     1.417467e+00-5.005907e-07j   2.009762e+03+5.472516e+02j            3.860777e+02          
    -6.18619e+01     1.421534e+00-6.905839e-07j   2.024500e+03+5.498858e+02j            3.868263e+02          
    -6.14615e+01     1.425587e+00-8.803426e-07j   2.039369e+03+5.525645e+02j            3.876059e+02          
    -6.10611e+01     1.429625e+00-1.069792e-06j   2.054371e+03+5.552901e+02j            3.884178e+02          
    -6.06607e+01     1.433647e+00-1.258856e-06j   2.069507e+03+5.580642e+02j            3.892631e+02          
    -6.02603e+01     1.437655e+00-1.447460e-06j   2.084779e+03+5.608880e+02j            3.901424e+02          
    -5.98599e+01     1.441647e+00-1.635530e-06j   2.100188e+03+5.637624e+02j            3.910562e+02          
    -5.94595e+01     1.445623e+00-1.822990e-06j   2.115738e+03+5.666885e+02j            3.920048e+02          
    -5.90591e+01     1.449584e+00-2.009766e-06j   2.131432e+03+5.696678e+02j            3.929893e+02          
    -5.86587e+01     1.453528e+00-2.195785e-06j   2.147276e+03+5.727028e+02j            3.940110e+02          
    -5.82583e+01     1.457456e+00-2.380972e-06j   2.163272e+03+5.757969e+02j            3.950722e+02          
    -5.78579e+01     1.461368e+00-2.565253e-06j   2.179424e+03+5.789540e+02j            3.961752e+02          
    -5.74575e+01     1.465263e+00-2.748556e-06j   2.195736e+03+5.821781e+02j            3.973226e+02          
    -5.70571e+01     1.469142e+00-2.930807e-06j   2.212208e+03+5.854732e+02j            3.985167e+02          
    -5.66567e+01     1.473004e+00-3.111934e-06j   2.228843e+03+5.888424e+02j            3.997595e+02          
    -5.62563e+01     1.476848e+00-3.291866e-06j   2.245644e+03+5.922882e+02j            4.010523e+02          
    -5.58559e+01     1.480675e+00-3.470530e-06j   2.262612e+03+5.958128e+02j            4.023963e+02          
    -5.54555e+01     1.484484e+00-3.647855e-06j   2.279753e+03+5.994184e+02j            4.037927e+02          
    -5.50551e+01     1.488276e+00-3.823771e-06j   2.297070e+03+6.031077e+02j            4.052431e+02          
    -5.46547e+01     1.492050e+00-3.998209e-06j   2.314570e+03+6.068847e+02j            4.067497e+02          
    -5.42543e+01     1.495806e+00-4.171097e-06j   2.332257e+03+6.107541e+02j            4.083154e+02          
    -5.38539e+01     1.499544e+00-4.342369e-06j   2.350137e+03+6.147218e+02j            4.099438e+02          
    -5.34535e+01     1.503263e+00-4.511954e-06j   2.368213e+03+6.187940e+02j            4.116388e+02          
    -5.30531e+01     1.506963e+00-4.679787e-06j   2.386489e+03+6.229770e+02j            4.134039e+02          
    -5.26527e+01     1.510645e+00-4.845800e-06j   2.404967e+03+6.272763e+02j            4.152426e+02          
    -5.22523e+01     1.514307e+00-5.009926e-06j   2.423652e+03+6.316969e+02j            4.171577e+02          
    -5.18519e+01     1.517951e+00-5.172101e-06j   2.442547e+03+6.362436e+02j            4.191519e+02          
    -5.14515e+01     1.521575e+00-5.332260e-06j   2.461656e+03+6.409207e+02j            4.212276e+02          
    -5.10511e+01     1.525179e+00-5.490339e-06j   2.480987e+03+6.457337e+02j            4.233880e+02          
    -5.06507e+01     1.528764e+00-5.646275e-06j   2.500545e+03+6.506890e+02j            4.256368e+02          
    -5.02503e+01     1.532329e+00-5.800005e-06j   2.520339e+03+6.557945e+02j            4.279786e+02          
    -4.98498e+01     1.535874e+00-5.951469e-06j   2.540374e+03+6.610594e+02j            4.304189e+02          
    -4.94494e+01     1.539399e+00-6.100605e-06j   2.560657e+03+6.664939e+02j            4.329639e+02          
    -4.90490e+01     1.542903e+00-6.247355e-06j   2.581193e+03+6.721085e+02j            4.356198e+02          
    -4.86486e+01     1.546386e+00-6.391660e-06j   2.601986e+03+6.779134e+02j            4.383925e+02          
    -4.82482e+01     1.549849e+00-6.533461e-06j   2.623041e+03+6.839185e+02j            4.412879e+02          
    -4.78478e+01     1.553291e+00-6.672703e-06j   2.644362e+03+6.901331e+02j            4.443112e+02          
    -4.74474e+01     1.556711e+00-6.809330e-06j   2.665956e+03+6.965669e+02j            4.474681e+02          
    -4.70470e+01     1.560111e+00-6.943288e-06j   2.687831e+03+7.032304e+02j            4.507644e+02          
    -4.66466e+01     1.563488e+00-7.074521e-06j   2.709995e+03+7.101356e+02j            4.542073e+02          
    -4.62462e+01     1.566845e+00-7.202979e-06j   2.732458e+03+7.172966e+02j            4.578049e+02          
    -4.58458e+01     1.570179e+00-7.328610e-06j   2.755227e+03+7.247299e+02j            4.615669e+02          
    -4.54454e+01     1.573491e+00-7.451363e-06j   2.778311e+03+7.324532e+02j            4.655039e+02          
    -4.50450e+01     1.576782e+00-7.571189e-06j   2.801717e+03+7.404859e+02j            4.696271e+02          
    -4.46446e+01     1.580049e+00-7.688041e-06j   2.825449e+03+7.488473e+02j            4.739479e+02          
    -4.42442e+01     1.583295e+00-7.801871e-06j   2.849513e+03+7.575572e+02j            4.784777e+02          
    -4.38438e+01     1.586517e+00-7.912634e-06j   2.873916e+03+7.666354e+02j            4.832280e+02          
    -4.34434e+01     1.589717e+00-8.020285e-06j   2.898662e+03+7.761023e+02j            4.882106e+02          
    -4.30430e+01     1.592894e+00-8.124782e-06j   2.923760e+03+7.859799e+02j            4.934382e+02          
    -4.26426e+01     1.596048e+00-8.226082e-06j   2.949219e+03+7.962930e+02j            4.989250e+02          
    -4.22422e+01     1.599178e+00-8.324145e-06j   2.975048e+03+8.070696e+02j            5.046873e+02          
    -4.18418e+01     1.602285e+00-8.418932e-06j   3.001256e+03+8.183411e+02j            5.107435e+02          
    -4.14414e+01     1.605369e+00-8.510403e-06j   3.027848e+03+8.301426e+02j            5.171141e+02          
    -4.10410e+01     1.608428e+00-8.598523e-06j   3.054830e+03+8.425119e+02j            5.238209e+02          
    -4.06406e+01     1.611464e+00-8.683256e-06j   3.082204e+03+8.554886e+02j            5.308871e+02          
    -4.02402e+01     1.614475e+00-8.764568e-06j   3.109970e+03+8.691141e+02j            5.383366e+02          
    -3.98398e+01     1.617462e+00-8.842426e-06j   3.138128e+03+8.834313e+02j            5.461942e+02          
    -3.94394e+01     1.620425e+00-8.916799e-06j   3.166676e+03+8.984852e+02j            5.544858e+02          
    -3.90390e+01     1.623363e+00-8.987657e-06j   3.195613e+03+9.143243e+02j            5.632394e+02          
    -3.86386e+01     1.626276e+00-9.054971e-06j   3.224936e+03+9.310017e+02j            5.724856e+02          
    -3.82382e+01     1.629165e+00-9.118714e-06j   3.254643e+03+9.485767e+02j            5.822584e+02          
    -3.78378e+01     1.632028e+00-9.178860e-06j   3.284724e+03+9.671146e+02j            5.925958e+02          
    -3.74374e+01     1.634867e+00-9.235385e-06j   3.315166e+03+9.866876e+02j            6.035394e+02          
    -3.70370e+01     1.637679e+00-9.288266e-06j   3.345950e+03+1.007373e+03j            6.151340e+02          
    -3.66366e+01     1.640467e+00-9.337482e-06j   3.377048e+03+1.029254e+03j            6.274272e+02          
    -3.62362e+01     1.643229e+00-9.383012e-06j   3.408424e+03+1.052417e+03j            6.404686e+02          
    -3.58358e+01     1.645965e+00-9.424839e-06j   3.440032e+03+1.076951e+03j            6.543096e+02          
    -3.54354e+01     1.648675e+00-9.462944e-06j   3.471819e+03+1.102950e+03j            6.690038e+02          
    -3.50350e+01     1.651359e+00-9.497312e-06j   3.503724e+03+1.130512e+03j            6.846072e+02          
    -3.46346e+01     1.654017e+00-9.527930e-06j   3.535672e+03+1.159742e+03j            7.011792e+02          
    -3.42342e+01     1.656648e+00-9.554784e-06j   3.567574e+03+1.190749e+03j            7.187826e+02          
    -3.38338e+01     1.659253e+00-9.577864e-06j   3.599325e+03+1.223651e+03j            7.374832e+02          
    -3.34334e+01     1.661831e+00-9.597160e-06j   3.630797e+03+1.258566e+03j            7.573492e+02          
    -3.30330e+01     1.664383e+00-9.612664e-06j   3.661832e+03+1.295615e+03j            7.784482e+02          
    -3.26326e+01     1.666908e+00-9.624369e-06j   3.692246e+03+1.334913e+03j            8.008450e+02          
    -3.22322e+01     1.669405e+00-9.632269e-06j   3.721823e+03+1.376566e+03j            8.245977e+02          
    -3.18318e+01     1.671876e+00-9.636363e-06j   3.750310e+03+1.420662e+03j            8.497544e+02          
    -3.14314e+01     1.674319e+00-9.636646e-06j   3.777424e+03+1.467266e+03j            8.763491e+02          
    -3.10310e+01     1.676735e+00-9.633120e-06j   3.802847e+03+1.516414e+03j            9.043981e+02          
    -3.06306e+01     1.679123e+00-9.625785e-06j   3.826228e+03+1.568103e+03j            9.338953e+02          
    -3.02302e+01     1.681484e+00-9.614643e-06j   3.847184e+03+1.622284e+03j            9.648062e+02          
    -2.98298e+01     1.683816e+00-9.599698e-06j   3.865302e+03+1.678847e+03j            9.970616e+02          
    -2.94294e+01     1.686121e+00-9.580956e-06j   3.880149e+03+1.737608e+03j            1.030549e+03          
    -2.90290e+01     1.688398e+00-9.558424e-06j   3.891280e+03+1.798297e+03j            1.065104e+03          
    -2.86286e+01     1.690647e+00-9.532111e-06j   3.898263e+03+1.860539e+03j            1.100502e+03          
    -2.82282e+01     1.692867e+00-9.502025e-06j   3.900701e+03+1.923846e+03j            1.136456e+03          
    -2.78278e+01     1.695059e+00-9.468181e-06j   3.898271e+03+1.987622e+03j            1.172610e+03          
    -2.74274e+01     1.697222e+00-9.430589e-06j   3.890754e+03+2.051165e+03j            1.208555e+03          
    -2.70270e+01     1.699357e+00-9.389264e-06j   3.878076e+03+2.113699e+03j            1.243835e+03          
    -2.66266e+01     1.701463e+00-9.344224e-06j   3.860332e+03+2.174405e+03j            1.277975e+03          
    -2.62262e+01     1.703540e+00-9.295484e-06j   3.837802e+03+2.232477e+03j            1.310505e+03          
    -2.58258e+01     1.705588e+00-9.243065e-06j   3.810955e+03+2.287168e+03j            1.340997e+03          
    -2.54254e+01     1.707607e+00-9.186987e-06j   3.780419e+03+2.337848e+03j            1.369091e+03          
    -2.50250e+01     1.709596e+00-9.127270e-06j   3.746957e+03+2.384047e+03j            1.394520e+03          
    -2.46246e+01     1.711557e+00-9.063940e-06j   3.711403e+03+2.425486e+03j            1.417134e+03          
    -2.42242e+01     1.713488e+00-8.997021e-06j   3.674614e+03+2.462090e+03j            1.436899e+03          
    -2.38238e+01     1.715389e+00-8.926538e-06j   3.637407e+03+2.493978e+03j            1.453896e+03          
    -2.34234e+01     1.717261e+00-8.852520e-06j   3.600510e+03+2.521436e+03j            1.468300e+03          
    -2.30230e+01     1.719103e+00-8.774996e-06j   3.564521e+03+2.544881e+03j            1.480364e+03          
    -2.26226e+01     1.720915e+00-8.693995e-06j   3.529895e+03+2.564807e+03j            1.490384e+03          
    -2.22222e+01     1.722697e+00-8.609551e-06j   3.496934e+03+2.581744e+03j            1.498674e+03          
    -2.18218e+01     1.724450e+00-8.521696e-06j   3.465802e+03+2.596208e+03j            1.505539e+03          
    -2.14214e+01     1.726172e+00-8.430464e-06j   3.436549e+03+2.608676e+03j            1.511259e+03          
    -2.10210e+01     1.727864e+00-8.335893e-06j   3.409139e+03+2.619560e+03j            1.516078e+03          
    -2.06206e+01     1.729525e+00-8.238018e-06j   3.383481e+03+2.629204e+03j            1.520198e+03          
    -2.02202e+01     1.731157e+00-8.136879e-06j   3.359450e+03+2.637883e+03j            1.523778e+03          
    -1.98198e+01     1.732757e+00-8.032515e-06j   3.336913e+03+2.645811e+03j            1.526946e+03          
    -1.94194e+01     1.734327e+00-7.924968e-06j   3.315735e+03+2.653158e+03j            1.529799e+03          
    -1.90190e+01     1.735867e+00-7.814280e-06j   3.295789e+03+2.660052e+03j            1.532414e+03          
    -1.86186e+01     1.737376e+00-7.700495e-06j   3.276956e+03+2.666597e+03j            1.534850e+03          
    -1.82182e+01     1.738854e+00-7.583657e-06j   3.259127e+03+2.672872e+03j            1.537154e+03          
    -1.78178e+01     1.740300e+00-7.463814e-06j   3.242199e+03+2.678940e+03j            1.539363e+03          
    -1.74174e+01     1.741716e+00-7.341011e-06j   3.226079e+03+2.684846e+03j            1.541502e+03          
    -1.70170e+01     1.743101e+00-7.215299e-06j   3.210681e+03+2.690625e+03j            1.543593e+03          
    -1.66166e+01     1.744455e+00-7.086726e-06j   3.195930e+03+2.696297e+03j            1.545646e+03          
    -1.62162e+01     1.745778e+00-6.955343e-06j   3.181761e+03+2.701875e+03j            1.547670e+03          
    -1.58158e+01     1.747069e+00-6.821202e-06j   3.168119e+03+2.707367e+03j            1.549669e+03          
    -1.54154e+01     1.748329e+00-6.684357e-06j   3.154958e+03+2.712777e+03j            1.551647e+03          
    -1.50150e+01     1.749557e+00-6.544861e-06j   3.142240e+03+2.718111e+03j            1.553606e+03          
    -1.46146e+01     1.750754e+00-6.402770e-06j   3.129932e+03+2.723375e+03j            1.555550e+03          
    -1.42142e+01     1.751920e+00-6.258140e-06j   3.118001e+03+2.728574e+03j            1.557483e+03          
    -1.38138e+01     1.753053e+00-6.111028e-06j   3.106419e+03+2.733716e+03j            1.559409e+03          
    -1.34134e+01     1.754156e+00-5.961493e-06j   3.095157e+03+2.738804e+03j            1.561330e+03          
    -1.30130e+01     1.755226e+00-5.809593e-06j   3.084186e+03+2.743842e+03j            1.563248e+03          
    -1.26126e+01     1.756264e+00-5.655389e-06j   3.073482e+03+2.748829e+03j            1.565163e+03          
    -1.22122e+01     1.757271e+00-5.498942e-06j   3.063023e+03+2.753762e+03j            1.567073e+03          
    -1.18118e+01     1.758246e+00-5.340314e-06j   3.052792e+03+2.758638e+03j            1.568977e+03          
    -1.14114e+01     1.759188e+00-5.179568e-06j   3.042772e+03+2.763454e+03j            1.570874e+03          
    -1.10110e+01     1.760099e+00-5.016767e-06j   3.032954e+03+2.768208e+03j            1.572762e+03          
    -1.06106e+01     1.760978e+00-4.851976e-06j   3.023326e+03+2.772901e+03j            1.574642e+03          
    -1.02102e+01     1.761824e+00-4.685261e-06j   3.013879e+03+2.777534e+03j            1.576514e+03          
    -9.80981e+00     1.762639e+00-4.516686e-06j   3.004602e+03+2.782109e+03j            1.578382e+03          
    -9.40941e+00     1.763421e+00-4.346320e-06j   2.995482e+03+2.786631e+03j            1.580246e+03          
    -9.00901e+00     1.764171e+00-4.174230e-06j   2.986508e+03+2.791098e+03j            1.582106e+03          
    -8.60861e+00     1.764888e+00-4.000484e-06j   2.977669e+03+2.795510e+03j            1.583962e+03          
    -8.20821e+00     1.765573e+00-3.825150e-06j   2.968953e+03+2.799865e+03j            1.585814e+03          
    -7.80781e+00     1.766226e+00-3.648299e-06j   2.960354e+03+2.804160e+03j            1.587660e+03          
    -7.40741e+00     1.766847e+00-3.470000e-06j   2.951864e+03+2.808392e+03j            1.589497e+03          
    -7.00701e+00     1.767435e+00-3.290325e-06j   2.943480e+03+2.812559e+03j            1.591326e+03          
    -6.60661e+00     1.767990e+00-3.109344e-06j   2.935197e+03+2.816662e+03j            1.593147e+03          
    -6.20621e+00     1.768513e+00-2.927130e-06j   2.927013e+03+2.820701e+03j            1.594959e+03          
    -5.80581e+00     1.769003e+00-2.743754e-06j   2.918922e+03+2.824678e+03j            1.596765e+03          
    -5.40541e+00     1.769461e+00-2.559289e-06j   2.910918e+03+2.828596e+03j            1.598566e+03          
    -5.00501e+00     1.769887e+00-2.373809e-06j   2.902996e+03+2.832455e+03j            1.600362e+03          
    -4.60460e+00     1.770279e+00-2.187387e-06j   2.895147e+03+2.836255e+03j            1.602153e+03          
    -4.20420e+00     1.770639e+00-2.000097e-06j   2.887367e+03+2.839994e+03j            1.603939e+03          
    -3.80380e+00     1.770966e+00-1.812013e-06j   2.879651e+03+2.843671e+03j            1.605719e+03          
    -3.40340e+00     1.771261e+00-1.623210e-06j   2.871994e+03+2.847283e+03j            1.607491e+03          
    -3.00300e+00     1.771523e+00-1.433763e-06j   2.864397e+03+2.850829e+03j            1.609254e+03          
    -2.60260e+00     1.771752e+00-1.243747e-06j   2.856856e+03+2.854307e+03j            1.611009e+03          
    -2.20220e+00     1.771949e+00-1.053238e-06j   2.849371e+03+2.857720e+03j            1.612756e+03          
    -1.80180e+00     1.772113e+00-8.623108e-07j   2.841940e+03+2.861068e+03j            1.614497e+03          
    -1.40140e+00     1.772244e+00-6.710413e-07j   2.834560e+03+2.864354e+03j            1.616231e+03          
    -1.00100e+00     1.772342e+00-4.795055e-07j   2.827226e+03+2.867578e+03j            1.617960e+03          
    -6.00601e-01     1.772407e+00-2.877794e-07j   2.819935e+03+2.870741e+03j            1.619685e+03          
    -2.00200e-01     1.772440e+00-9.593917e-08j   2.812682e+03+2.873842e+03j            1.621404e+03          
    2.00200e-01      1.772440e+00+9.593917e-08j   2.805463e+03+2.876879e+03j            1.623118e+03          
    6.00601e-01      1.772407e+00+2.877794e-07j   2.798278e+03+2.879851e+03j            1.624824e+03          
    1.00100e+00      1.772342e+00+4.795055e-07j   2.791124e+03+2.882755e+03j            1.626523e+03          
    1.40140e+00      1.772244e+00+6.710413e-07j   2.784002e+03+2.885592e+03j            1.628214e+03          
    1.80180e+00      1.772113e+00+8.623108e-07j   2.776912e+03+2.888362e+03j            1.629897e+03          
    2.20220e+00      1.771949e+00+1.053238e-06j   2.769853e+03+2.891066e+03j            1.631573e+03          
    2.60260e+00      1.771752e+00+1.243747e-06j   2.762822e+03+2.893706e+03j            1.633244e+03          
    3.00300e+00      1.771523e+00+1.433763e-06j   2.755818e+03+2.896283e+03j            1.634910e+03          
    3.40340e+00      1.771261e+00+1.623210e-06j   2.748837e+03+2.898798e+03j            1.636571e+03          
    3.80380e+00      1.770966e+00+1.812013e-06j   2.741877e+03+2.901250e+03j            1.638228e+03          
    4.20420e+00      1.770639e+00+2.000097e-06j   2.734934e+03+2.903638e+03j            1.639880e+03          
    4.60460e+00      1.770279e+00+2.187387e-06j   2.728008e+03+2.905960e+03j            1.641525e+03          
    5.00501e+00      1.769887e+00+2.373809e-06j   2.721098e+03+2.908216e+03j            1.643163e+03          
    5.40541e+00      1.769461e+00+2.559289e-06j   2.714203e+03+2.910404e+03j            1.644794e+03          
    5.80581e+00      1.769003e+00+2.743754e-06j   2.707325e+03+2.912525e+03j            1.646419e+03          
    6.20621e+00      1.768513e+00+2.927130e-06j   2.700464e+03+2.914579e+03j            1.648037e+03          
    6.60661e+00      1.767990e+00+3.109344e-06j   2.693617e+03+2.916568e+03j            1.649649e+03          
    7.00701e+00      1.767435e+00+3.290325e-06j   2.686785e+03+2.918494e+03j            1.651257e+03          
    7.40741e+00      1.766847e+00+3.470000e-06j   2.679964e+03+2.920357e+03j            1.652861e+03          
    7.80781e+00      1.766226e+00+3.648299e-06j   2.673152e+03+2.922157e+03j            1.654461e+03          
    8.20821e+00      1.765573e+00+3.825150e-06j   2.666347e+03+2.923894e+03j            1.656056e+03          
    8.60861e+00      1.764888e+00+4.000484e-06j   2.659549e+03+2.925565e+03j            1.657646e+03          
    9.00901e+00      1.764171e+00+4.174230e-06j   2.652756e+03+2.927170e+03j            1.659230e+03          
    9.40941e+00      1.763421e+00+4.346320e-06j   2.645969e+03+2.928708e+03j            1.660807e+03          
    9.80981e+00      1.762639e+00+4.516686e-06j   2.639188e+03+2.930179e+03j            1.662378e+03          
    1.02102e+01      1.761824e+00+4.685261e-06j   2.632414e+03+2.931584e+03j            1.663944e+03          
    1.06106e+01      1.760978e+00+4.851976e-06j   2.625647e+03+2.932923e+03j            1.665504e+03          
